"PT_CODE","USER_ID","PRODUCT_CD","PRODUCT_TYPE","PRODUCT_STATE","PRODUCT_THS","AP_DATE","GD_DATE","ST_COIN","CRT_USD","AUTO_SHIP","REG_DATE","REG_USER","UP_DATE","UP_USER","USE_FLAG"
"PT2020083000011","asd3585821","PDT03","M","G","50","2020-08-30 23:00:15","2020-09-06 23:00:15","0.2595003","3000","N","2020-08-30 22:53:42","asd3585821","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000010","lmj001","PDT03","M","G","50","2020-08-30 21:37:42","2020-09-06 21:37:42","0.2595003","3000","N","2020-08-30 21:36:11","lmj001","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000009","jhn02","PDT03","M","G","50","2020-08-30 21:03:17","2020-09-06 21:03:17","0.2595003","3000","N","2020-08-30 20:46:10","jhn02","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000008","cji7080","PDT03","M","G","50","2020-08-30 19:58:58","2020-09-06 19:58:58","0.2595003","3000","N","2020-08-30 19:56:40","cji7080","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000007","kdo010","PDT01","M","G","8","2020-08-30 19:04:45","2020-09-06 19:04:45","0.04152004","480","N","2020-08-30 19:03:49","kdo010","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000006","kdo009","PDT01","M","G","8","2020-08-30 18:57:35","2020-09-06 18:57:35","0.04152004","480","N","2020-08-30 18:49:32","kdo009","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000005","god2000","PDT99","G","G","1","2020-08-30 18:45:52","2020-08-30 18:45:52","0.00519","60","N","2020-08-30 18:45:52",\n,\n,\n,"Y"
"PT2020083000004","joh1151","PDT01","M","G","8","2020-08-30 18:24:34","2020-09-06 18:24:34","0.04152004","480","N","2020-08-30 18:24:00","joh1151","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000003","joh1151","PDT01","M","G","8","2020-08-30 18:24:34","2020-09-06 18:24:34","0.04152004","480","N","2020-08-30 18:23:54","joh1151","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000002","joh1151","PDT01","M","G","8","2020-08-30 18:24:34","2020-09-06 18:24:34","0.04152004","480","N","2020-08-30 18:23:50","joh1151","2020-09-07 03:00:00","ADMIN","Y"
"PT2020083000001","joh1151","PDT02","M","G","20","2020-08-30 18:24:34","2020-09-06 18:24:34","0.10380012","1200","N","2020-08-30 18:22:56","joh1151","2020-09-07 03:00:00","ADMIN","Y"
"PT2020082900003","gongdong6","PDT03","M","G","50","2020-08-29 22:40:44","2020-09-05 22:40:44","0.2602084","3000","N","2020-08-29 22:39:18","gongdong6","2020-09-06 03:00:00","ADMIN","Y"
"PT2020082900002","hsk1133271","PDT03","M","G","50","2020-08-29 20:30:46","2020-09-05 20:30:46","0.2602084","3000","N","2020-08-29 20:29:43","hsk1133271","2020-09-06 03:00:00","ADMIN","Y"
"PT2020082900001","dy9609200","PDT03","M","G","50","2020-08-29 15:38:17","2020-09-05 15:38:17","0.26098666","3000","N","2020-08-29 15:37:06","dy9609200","2020-09-06 03:00:00","ADMIN","Y"
"PT2020082800009","won004","PDT01","M","G","8","2020-08-28 12:56:09","2020-09-04 12:56:09","0.04220262","480","N","2020-08-28 12:53:07","won004","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800008","won003","PDT03","M","G","50","2020-08-28 12:56:09","2020-09-04 12:56:09","0.2637664","3000","N","2020-08-28 12:43:20","won003","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800007","youbs1234","PDT03","M","G","50","2020-08-28 12:11:10","2020-09-04 12:11:10","0.2637664","3000","N","2020-08-28 12:10:23","youbs1234","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800006","soon0509","PDT03","M","G","50","2020-08-28 11:00:19","2020-09-04 11:00:19","0.26649942","3000","N","2020-08-28 10:55:24","soon0509","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800005","in01777","PDT03","M","G","50","2020-08-28 10:54:54","2020-09-04 10:54:54","0.26649942","3000","N","2020-08-28 10:54:04","in01777","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800004","Asd358582","PDT03","M","G","50","2020-08-28 10:53:29","2020-09-04 10:53:29","0.26649942","3000","N","2020-08-28 10:52:45","Asd358582","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800003","hsk113327","PDT03","M","G","50","2020-08-28 09:51:52","2020-09-04 09:51:52","0.26649942","3000","N","2020-08-28 09:43:34","hsk113327","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800002","jelddul","PDT03","M","G","50","2020-08-28 09:51:52","2020-09-04 09:51:52","0.26649942","3000","N","2020-08-28 09:42:49","jelddul","2020-09-05 03:00:00","ADMIN","Y"
"PT2020082800001","hahyii","PDT03","M","C","50",\n,\n,"0.26649942","3000","N","2020-08-28 09:31:06","hahyii","2020-08-28 09:32:12","hmw2210","Y"
"PT2020082700009","applle43","PDT03","M","G","50","2020-08-27 18:46:22","2020-09-03 18:46:22","0.26385224","3000","N","2020-08-27 18:40:12","applle43","2020-09-04 03:00:00","ADMIN","Y"
"PT2020082700008","applle42","PDT03","M","G","50","2020-08-27 18:46:22","2020-09-03 18:46:22","0.26385224","3000","N","2020-08-27 18:39:49","applle42","2020-09-04 03:00:00","ADMIN","Y"
"PT2020082700007","joh1151","PDT01","M","G","8","2020-08-27 13:54:19","2020-09-03 13:54:19","0.04218723","480","N","2020-08-27 13:50:55","joh1151","2020-09-04 03:00:00","ADMIN","Y"
"PT2020082700006","blue001","PDT99","G","G","30","2020-08-27 11:57:30","2020-08-27 11:57:30","0.1564701","1800","N","2020-08-27 11:57:30",\n,\n,\n,"Y"
"PT2020082700005","again002","PDT99","G","G","30","2020-08-27 11:56:45","2020-08-27 11:56:45","0.1564701","1800","N","2020-08-27 11:56:45",\n,\n,\n,"Y"
"PT2020082700004","again001","PDT99","G","G","30","2020-08-27 11:56:20","2020-08-27 11:56:20","0.1564701","1800","N","2020-08-27 11:56:20",\n,\n,\n,"Y"
"PT2020082700003","blue002","PDT99","G","G","30","2020-08-27 11:55:24","2020-08-27 11:55:24","0.1564701","1800","N","2020-08-27 11:55:24",\n,\n,\n,"Y"
"PT2020082700002","nis8011","PDT03","M","G","50","2020-08-27 10:09:41","2020-09-03 10:09:41","0.26078362","3000","N","2020-08-27 10:07:23","nis8011","2020-09-04 03:00:00","ADMIN","Y"
"PT2020082700001","nis8010","PDT03","M","G","50","2020-08-27 10:09:41","2020-09-03 10:09:41","0.26078362","3000","N","2020-08-27 10:06:56","nis8010","2020-09-04 03:00:00","ADMIN","Y"
"PT2020082600002","ain2222","PDT03","M","G","50","2020-08-26 17:33:35","2020-09-02 17:33:35","0.26331727","3000","N","2020-08-26 17:29:25","ain2222","2020-09-03 03:00:00","ADMIN","Y"
"PT2020082600001","ain1111","PDT03","M","G","50","2020-08-26 17:08:47","2020-09-02 17:08:47","0.26331727","3000","N","2020-08-26 17:06:25","ain1111","2020-09-03 03:00:00","ADMIN","Y"
"PT2020082500008","king11","PDT99","G","G","30","2020-08-25 23:46:36","2020-08-25 23:46:36","0.15543569","1800","N","2020-08-25 23:46:36",\n,\n,\n,"Y"
"PT2020082500007","victoria22","PDT99","G","G","29","2020-08-25 23:20:57","2020-08-25 23:20:57","0.1502545","1740","N","2020-08-25 23:20:57",\n,\n,\n,"Y"
"PT2020082500006","victoria22","PDT99","G","G","1","2020-08-25 23:18:18","2020-08-25 23:18:18","0.00518118","60","N","2020-08-25 23:18:18",\n,\n,\n,"Y"
"PT2020082500005","kimkr","PDT03","M","G","50","2020-08-25 15:32:31","2020-09-01 15:32:31","0.25684733","3000","N","2020-08-25 15:32:18","kimkr","2020-09-02 03:00:00","ADMIN","Y"
"PT2020082500004","applle51","PDT03","M","G","50","2020-08-25 07:14:37","2020-09-01 07:14:37","0.25583668","3000","N","2020-08-25 06:22:45","applle51","2020-09-02 03:00:00","ADMIN","Y"
"PT2020082500003","applle52","PDT03","M","G","50","2020-08-25 07:14:37","2020-09-01 07:14:37","0.25583668","3000","N","2020-08-25 06:22:15","applle52","2020-09-02 03:00:00","ADMIN","Y"
"PT2020082500002","applle53","PDT03","M","G","50","2020-08-25 07:14:37","2020-09-01 07:14:37","0.25583668","3000","N","2020-08-25 06:21:42","applle53","2020-09-02 03:00:00","ADMIN","Y"
"PT2020082500001","applle54","PDT03","M","G","50","2020-08-25 07:14:37","2020-09-01 07:14:37","0.25583668","3000","N","2020-08-25 06:21:09","applle54","2020-09-02 03:00:00","ADMIN","Y"
"PT2020082300003","hjs6352","PDT03","M","G","50","2020-08-23 22:11:01","2020-08-30 22:11:01","0.25929127","3000","N","2020-08-23 22:09:32","hjs6352","2020-08-31 03:00:00","ADMIN","Y"
"PT2020082300002","won002","PDT03","M","G","50","2020-08-23 21:14:17","2020-08-30 21:14:17","0.25929127","3000","N","2020-08-23 21:12:13","won002","2020-08-31 03:00:00","ADMIN","Y"
"PT2020082300001","dasan8461","PDT03","M","G","50","2020-08-23 16:53:09","2020-08-30 16:53:09","0.2584302","3000","N","2020-08-23 16:51:45","dasan8461","2020-08-31 03:00:00","ADMIN","Y"
"PT2020082200005","young77","PDT99","G","G","30","2020-08-22 11:58:31","2020-08-22 11:58:31","0.1549647","1800","N","2020-08-22 11:58:31",\n,\n,\n,"Y"
"PT2020082200004","gong77","PDT99","G","G","30","2020-08-22 11:57:55","2020-08-22 11:57:55","0.1549647","1800","N","2020-08-22 11:57:55",\n,\n,\n,"Y"
"PT2020082200003","soso555","PDT99","G","G","30","2020-08-22 11:57:18","2020-08-22 11:57:18","0.1549647","1800","N","2020-08-22 11:57:18",\n,\n,\n,"Y"
"PT2020082200002","happy111","PDT99","G","G","30","2020-08-22 11:42:23","2020-08-22 11:42:23","0.1549647","1800","N","2020-08-22 11:42:23",\n,\n,\n,"Y"
"PT2020082200001","goodhs1","PDT99","G","G","30","2020-08-22 11:34:55","2020-08-22 11:34:55","0.1549647","1800","N","2020-08-22 11:34:55",\n,\n,\n,"Y"
"PT2020082000006","kbs03","PDT03","M","G","50","2020-08-20 21:58:10","2020-08-27 21:58:10","0.25510202","3000","N","2020-08-20 21:56:16","kbs03","2020-08-28 03:00:00","ADMIN","Y"
"PT2020082000005","kbs02","PDT99","G","G","12","2020-08-20 20:50:22","2020-08-20 20:50:22","0.06122448","720","N","2020-08-20 20:50:22",\n,\n,\n,"Y"
"PT2020082000004","hahyii","PDT71","A","G","8","2020-08-20 11:26:53","2020-08-27 11:26:53","0.04097227","480","N","2020-08-20 11:21:48","hmw2210","2020-08-28 03:00:00","ADMIN","Y"
"PT2020082000003","hahyii","PDT71","A","G","8","2020-08-20 11:26:53","2020-08-27 11:26:53","0.04097227","480","N","2020-08-20 11:21:48","hmw2210","2020-08-28 03:00:00","ADMIN","Y"
"PT2020082000002","hahyii","PDT71","A","G","8","2020-08-20 11:26:53","2020-08-27 11:26:53","0.04097227","480","N","2020-08-20 11:21:48","hmw2210","2020-08-28 03:00:00","ADMIN","Y"
"PT2020082000001","hahyii","PDT71","A","G","8","2020-08-20 11:26:53","2020-08-27 11:26:53","0.04097227","480","N","2020-08-20 11:21:48","hmw2210","2020-08-28 03:00:00","ADMIN","Y"
"PT2020081900001","happy007","PDT99","G","G","30","2020-08-19 04:03:07","2020-08-19 04:03:07","0.1469604","1800","N","2020-08-19 04:03:07",\n,\n,\n,"Y"
"PT2020081800006","gong88","PDT99","G","G","30","2020-08-18 23:21:13","2020-08-18 23:21:13","0.1469604","1800","N","2020-08-18 23:21:13",\n,\n,\n,"Y"
"PT2020081800005","yolo777","PDT99","G","G","30","2020-08-18 23:19:12","2020-08-18 23:19:12","0.1469604","1800","N","2020-08-18 23:19:12",\n,\n,\n,"Y"
"PT2020081800004","pjj01","PDT99","G","G","12","2020-08-18 22:52:24","2020-08-18 22:52:24","0.05878416","720","N","2020-08-18 22:52:24",\n,\n,\n,"Y"
"PT2020081800003","coco23","PDT03","M","G","50","2020-08-18 15:55:11","2020-08-25 15:55:11","0.24282944","3000","N","2020-08-18 15:52:23","coco23","2020-08-26 03:00:00","ADMIN","Y"
"PT2020081800002","nis8009","PDT03","M","G","50","2020-08-18 10:39:56","2020-08-25 10:39:56","0.24363246","3000","N","2020-08-18 10:36:39","nis8009","2020-08-26 03:00:00","ADMIN","Y"
"PT2020081800001","nis8008","PDT03","M","G","50","2020-08-18 10:39:56","2020-08-25 10:39:56","0.24363246","3000","N","2020-08-18 10:35:22","nis8008","2020-08-26 03:00:00","ADMIN","Y"
"PT2020081700003","ygs2413","PDT03","M","G","50","2020-08-17 22:00:14","2020-08-24 22:00:14","0.25276014","3000","N","2020-08-17 21:57:35","ygs2413","2020-08-25 03:00:00","ADMIN","Y"
"PT2020081700002","yasusoser","PDT99","G","G","30","2020-08-17 21:54:05","2020-08-17 21:54:05","0.151656","1800","N","2020-08-17 21:54:05",\n,\n,\n,"Y"
"PT2020081700001","bks001","PDT03","M","G","50","2020-08-17 10:32:10","2020-08-24 10:32:10","0.25331716","3000","N","2020-08-17 08:57:22","bks001","2020-08-25 03:00:00","ADMIN","Y"
"PT2020081600006","applle41","PDT03","M","G","50","2020-08-16 16:06:05","2020-08-23 16:06:05","0.25275758","3000","N","2020-08-16 16:04:28","applle41","2020-08-24 03:00:00","ADMIN","Y"
"PT2020081600005","applle40","PDT03","M","G","50","2020-08-16 16:06:05","2020-08-23 16:06:05","0.25275758","3000","N","2020-08-16 16:03:57","applle40","2020-08-24 03:00:00","ADMIN","Y"
"PT2020081600004","applle39","PDT03","M","G","50","2020-08-16 16:06:05","2020-08-23 16:06:05","0.25275758","3000","N","2020-08-16 15:00:15","applle39","2020-08-24 03:00:00","ADMIN","Y"
"PT2020081600003","bys001","PDT03","M","G","50","2020-08-16 12:04:30","2020-08-23 12:04:30","0.25275758","3000","N","2020-08-16 12:02:21","bys001","2020-08-24 03:00:00","ADMIN","Y"
"PT2020081600002","applle34","PDT03","M","G","50","2020-08-16 01:15:49","2020-08-23 01:15:49","0.25284342","3000","N","2020-08-16 01:14:33","applle34","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081600001","khj01","PDT03","M","G","50","2020-08-16 09:52:20","2020-08-23 09:52:20","0.25284342","3000","N","2020-08-16 00:14:13","khj01","2020-08-24 03:00:00","ADMIN","Y"
"PT2020081500020","kkk88","PDT99","G","G","30","2020-08-15 23:54:50","2020-08-15 23:54:50","0.1517058","1800","N","2020-08-15 23:54:50",\n,\n,\n,"Y"
"PT2020081500019","kkk77","PDT99","G","G","30","2020-08-15 23:54:22","2020-08-15 23:54:22","0.1517058","1800","N","2020-08-15 23:54:22",\n,\n,\n,"Y"
"PT2020081500018","godia","PDT99","G","G","30","2020-08-15 23:19:42","2020-08-15 23:19:42","0.1517058","1800","N","2020-08-15 23:19:42",\n,\n,\n,"Y"
"PT2020081500017","Bigstone2","PDT03","M","G","50","2020-08-15 23:15:12","2020-08-22 23:15:12","0.25284342","3000","N","2020-08-15 23:12:44","Bigstone2","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500016","ju888","PDT99","G","G","30","2020-08-15 23:01:35","2020-08-15 23:01:35","0.1517058","1800","N","2020-08-15 23:01:35",\n,\n,\n,"Y"
"PT2020081500015","Bigstone1","PDT03","M","G","50","2020-08-15 23:15:12","2020-08-22 23:15:12","0.25284342","3000","N","2020-08-15 22:54:43","Bigstone1","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500014","lsw001","PDT03","M","G","50","2020-08-15 22:20:47","2020-08-22 22:20:47","0.25284342","3000","N","2020-08-15 22:18:51","lsw001","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500013","applle37","PDT03","M","G","50","2020-08-15 22:17:59","2020-08-22 22:17:59","0.25284342","3000","N","2020-08-15 22:16:41","applle37","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500012","applle38","PDT03","M","G","50","2020-08-15 22:17:59","2020-08-22 22:17:59","0.25284342","3000","N","2020-08-15 22:15:54","applle38","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500011","pgy01","PDT03","M","G","50","2020-08-15 21:59:15","2020-08-22 21:59:15","0.25284342","3000","N","2020-08-15 21:57:36","pgy01","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500010","Collaboration0816","PDT03","M","G","50","2020-08-15 18:36:37","2020-08-22 18:36:37","0.25284342","3000","N","2020-08-15 18:33:16","Collaboration0816","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500009","god2000","PDT01","M","G","8","2020-08-15 16:09:13","2020-08-22 16:09:13","0.04037348","480","N","2020-08-15 16:07:47","god2000","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500008","god2000","PDT01","M","G","8","2020-08-15 16:09:13","2020-08-22 16:09:13","0.04037348","480","N","2020-08-15 16:07:47","god2000","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500007","kdo008","PDT01","M","G","8","2020-08-15 14:46:29","2020-08-22 14:46:29","0.04037348","480","N","2020-08-15 13:47:56","kdo008","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500006","kdo007","PDT01","M","G","8","2020-08-15 14:46:28","2020-08-22 14:46:28","0.04037348","480","N","2020-08-15 13:47:33","kdo007","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500005","kdo006","PDT01","M","G","8","2020-08-15 14:46:28","2020-08-22 14:46:28","0.04037348","480","N","2020-08-15 13:46:55","kdo006","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500004","Bigstone","PDT03","M","G","50","2020-08-15 14:46:28","2020-08-22 14:46:28","0.2523343","3000","N","2020-08-15 13:24:20","Bigstone","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500003","cdh777","PDT01","M","G","8","2020-08-15 14:46:29","2020-08-22 14:46:29","0.04037348","480","N","2020-08-15 12:56:42","cdh777","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500002","lmj1620","PDT03","M","G","50","2020-08-15 14:46:29","2020-08-22 14:46:29","0.2523343","3000","N","2020-08-15 12:49:53","lmj1620","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081500001","jhn03","PDT01","M","G","8","2020-08-15 14:46:29","2020-08-22 14:46:29","0.04037348","480","N","2020-08-15 12:47:58","jhn03","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081400016","rfjini","PDT99","G","G","12","2020-08-14 23:50:05","2020-08-14 23:50:05","0.06163656","720","N","2020-08-14 23:50:05",\n,\n,\n,"Y"
"PT2020081400015","kno7336","PDT99","G","G","12","2020-08-14 23:25:36","2020-08-14 23:25:36","0.06163656","720","N","2020-08-14 23:25:36",\n,\n,\n,"Y"
"PT2020081400014","yk0059","PDT03","M","G","50","2020-08-15 11:25:05","2020-08-22 11:25:05","0.25681917","3000","N","2020-08-14 23:09:01","yk0059","2020-08-23 03:00:00","ADMIN","Y"
"PT2020081400013","nho001","PDT01","M","G","8","2020-08-14 22:25:41","2020-08-21 22:25:41","0.04109107","480","N","2020-08-14 22:24:40","nho001","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400012","lys001","PDT03","M","G","50","2020-08-14 22:21:52","2020-08-21 22:21:52","0.25681917","3000","N","2020-08-14 22:13:11","lys001","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400011","sasm27","PDT03","M","G","50","2020-08-14 17:39:22","2020-08-21 17:39:22","0.25581837","3000","N","2020-08-14 17:39:11","sasm27","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400010","hmh001","PDT03","M","G","50","2020-08-14 17:38:32","2020-08-21 17:38:32","0.25581837","3000","N","2020-08-14 17:37:32","hmh001","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400009","kyh7524","PDT03","M","G","50","2020-08-14 17:23:41","2020-08-21 17:23:41","0.25581837","3000","N","2020-08-14 17:22:14","kyh7524","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400008","god2000","PDT01","M","G","8","2020-08-14 17:08:38","2020-08-21 17:08:38","0.04093094","480","N","2020-08-14 16:55:15","god2000","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400007","god1000","PDT01","M","G","8","2020-08-14 17:08:38","2020-08-21 17:08:38","0.04093094","480","N","2020-08-14 16:54:12","god1000","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400006","applle36","PDT03","M","G","50","2020-08-14 16:31:05","2020-08-21 16:31:05","0.25581837","3000","N","2020-08-14 16:29:42","applle36","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081400005","goodss1","PDT99","G","G","30","2020-08-14 16:27:48","2020-08-14 16:27:48","0.1534908","1800","N","2020-08-14 16:27:48",\n,\n,\n,"Y"
"PT2020081400004","yolo88","PDT99","G","G","30","2020-08-14 16:25:54","2020-08-14 16:25:54","0.1534908","1800","N","2020-08-14 16:25:54",\n,\n,\n,"Y"
"PT2020081400003","ju777","PDT99","G","G","30","2020-08-14 16:24:10","2020-08-14 16:24:10","0.1534908","1800","N","2020-08-14 16:24:10",\n,\n,\n,"Y"
"PT2020081400002","kdo005","PDT99","G","G","42","2020-08-14 15:16:45","2020-08-14 15:16:45","0.21488712","2520","N","2020-08-14 15:16:45",\n,\n,\n,"Y"
"PT2020081400001","applle35","PDT03","M","G","50","2020-08-14 15:12:32","2020-08-21 15:12:32","0.25581837","3000","N","2020-08-14 15:11:51","applle35","2020-08-22 03:00:00","ADMIN","Y"
"PT2020081300014","pth001","PDT03","M","G","50","2020-08-13 20:20:55","2020-08-20 20:20:55","0.26284708","3000","N","2020-08-13 20:15:44","pth001","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300013","applle31","PDT03","M","G","50","2020-08-13 17:53:13","2020-08-20 17:53:13","0.25935693","3000","N","2020-08-13 17:52:05","applle31","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300012","good777","PDT99","G","G","30","2020-08-13 17:20:05","2020-08-13 17:20:05","0.1556139","1800","N","2020-08-13 17:20:05",\n,\n,\n,"Y"
"PT2020081300011","jhn01","PDT03","M","G","50","2020-08-13 16:42:31","2020-08-20 16:42:31","0.25935693","3000","N","2020-08-13 16:35:50","jhn01","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300010","applle33","PDT03","M","G","50","2020-08-13 15:25:15","2020-08-20 15:25:15","0.25935693","3000","N","2020-08-13 15:24:44","applle33","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300009","applle32","PDT03","M","G","50","2020-08-13 15:02:21","2020-08-20 15:02:21","0.25935693","3000","N","2020-08-13 15:01:01","applle32","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300008","ljs361","PDT99","G","G","30","2020-08-13 13:03:17","2020-08-13 13:03:17","0.1556139","1800","N","2020-08-13 13:03:17",\n,\n,\n,"Y"
"PT2020081300007","psbbc","PDT01","M","C","8",\n,\n,"0.04152252","480","N","2020-08-13 11:08:49","psbbc","2020-08-14 11:33:29","hmw2210","Y"
"PT2020081300006","psbbc","PDT01","M","C","8",\n,\n,"0.04152252","480","N","2020-08-13 11:08:49","psbbc","2020-08-14 11:33:29","hmw2210","Y"
"PT2020081300005","nis8007","PDT03","M","G","50","2020-08-13 10:41:03","2020-08-20 10:41:03","0.25951579","3000","N","2020-08-13 10:37:25","nis8007","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300004","nis8006","PDT03","M","G","50","2020-08-13 10:41:04","2020-08-20 10:41:04","0.25951579","3000","N","2020-08-13 10:37:03","nis8006","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300003","psbbc","PDT03","M","G","50","2020-08-13 10:55:35","2020-08-20 10:55:35","0.25951579","3000","N","2020-08-13 10:19:19","psbbc","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300002","scs03","PDT03","M","G","50","2020-08-13 12:27:44","2020-08-20 12:27:44","0.25951579","3000","N","2020-08-13 09:01:24","scs03","2020-08-21 03:00:00","ADMIN","Y"
"PT2020081300001","cdh02","PDT99","G","G","12","2020-08-13 08:28:38","2020-08-13 08:28:38","0.06228372","720","N","2020-08-13 08:28:38",\n,\n,\n,"Y"
"PT2020081200004","nis8005","PDT03","M","G","50","2020-08-12 19:35:08","2020-08-19 19:35:08","0.26253173","3000","N","2020-08-12 19:29:08","nis8005","2020-08-20 03:00:00","ADMIN","Y"
"PT2020081200003","tarcylove","PDT03","M","G","50","2020-08-12 19:20:23","2020-08-19 19:20:23","0.26253173","3000","N","2020-08-12 19:20:01","tarcylove","2020-08-20 03:00:00","ADMIN","Y"
"PT2020081200002","momo71","PDT03","M","G","50","2020-08-12 10:42:31","2020-08-19 10:42:31","0.26755757","3000","N","2020-08-12 09:59:21","momo71","2020-08-20 03:00:00","ADMIN","Y"
"PT2020081200001","morangje","PDT99","G","G","30","2020-08-12 09:58:49","2020-08-12 09:58:49","0.1605345","1800","N","2020-08-12 09:58:49",\n,\n,\n,"Y"
"PT2020081100011","ain3535","PDT03","M","G","50","2020-08-12 14:29:53","2020-08-19 14:29:53","0.25612457","3000","N","2020-08-11 18:42:52","ain3535","2020-08-20 03:00:00","ADMIN","Y"
"PT2020081100010","kko2816","PDT03","M","G","50","2020-08-11 17:45:37","2020-08-18 17:45:37","0.25317972","3000","N","2020-08-11 17:44:12","kko2816","2020-08-19 03:00:00","ADMIN","Y"
"PT2020081100009","impecter1","PDT01","M","G","8","2020-08-11 16:53:58","2020-08-18 16:53:58","0.04050875","480","N","2020-08-11 16:52:18","impecter1","2020-08-19 03:00:00","ADMIN","Y"
"PT2020081100008","cms4749","PDT01","M","G","8","2020-08-11 12:57:58","2020-08-18 12:57:58","0.04050875","480","N","2020-08-11 12:55:27","cms4749","2020-08-19 03:00:00","ADMIN","Y"
"PT2020081100007","applle2","PDT03","M","G","50","2020-08-11 02:19:22","2020-08-18 02:19:22","0.25048991","3000","N","2020-08-11 02:11:39","applle2","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081100006","applle3","PDT03","M","G","50","2020-08-11 01:56:05","2020-08-18 01:56:05","0.25048991","3000","N","2020-08-11 01:36:48","applle3","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081100005","applle1","PDT03","M","G","50","2020-08-11 01:56:05","2020-08-18 01:56:05","0.25048991","3000","N","2020-08-11 01:34:23","applle1","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081100004","rumy3275","PDT03","M","G","50","2020-08-11 01:56:05","2020-08-18 01:56:05","0.25048991","3000","N","2020-08-11 01:33:50","rumy3275","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081100003","henny","PDT03","M","G","50","2020-08-11 01:56:05","2020-08-18 01:56:05","0.25048991","3000","N","2020-08-11 01:32:56","henny","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081100002","teetime","PDT03","M","G","50","2020-08-11 00:19:55","2020-08-18 00:19:55","0.25048991","3000","N","2020-08-11 00:17:41","teetime","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081100001","applle","PDT03","M","G","50","2020-08-11 00:19:55","2020-08-18 00:19:55","0.25048991","3000","N","2020-08-11 00:16:49","applle","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081000005","rudrud","PDT03","M","G","50","2020-08-10 23:37:32","2020-08-17 23:37:32","0.25048991","3000","N","2020-08-10 23:35:15","rudrud","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081000004","goyoja","PDT03","M","G","50","2020-08-10 23:37:32","2020-08-17 23:37:32","0.25048991","3000","N","2020-08-10 23:34:27","goyoja","2020-08-18 03:00:00","ADMIN","Y"
"PT2020081000003","hssah","PDT03","M","G","50","2020-08-10 21:54:59","2020-08-17 21:54:59","0.25048991","3000","N","2020-08-10 20:28:40","hssah","2020-08-18 03:00:00","ADMIN","Y"
